Id,SalePrice
1461,151333.33333333334
1462,151500.0
1463,158000.0
1464,176608.69565217392
1465,210075.0
1466,177511.2068965517
1467,189000.0
1468,182515.09677419355
1469,198905.55555555556
1470,143050.0
1471,176608.69565217392
1472,244400.0
1473,192761.53846153847
1474,176608.69565217392
1475,176608.69565217392
1476,611657.0
1477,280144.0
1478,176608.69565217392
1479,198905.55555555556
1480,176608.69565217392
1481,176608.69565217392
1482,177511.2068965517
1483,210075.0
1484,210075.0
1485,176608.69565217392
1486,177511.2068965517
1487,210075.0
1488,182515.09677419355
1489,395192.0
1490,182515.09677419355
1491,177511.2068965517
1492,177511.2068965517
1493,158900.0
1494,176608.69565217392
1495,176608.69565217392
1496,192761.53846153847
1497,210075.0
1498,177511.2068965517
1499,198905.55555555556
1500,182515.09677419355
1501,182515.09677419355
1502,176608.69565217392
1503,395192.0
1504,177511.2068965517
1505,177511.2068965517
1506,182515.09677419355
1507,192761.53846153847
1508,177511.2068965517
1509,150000.0
1510,177511.2068965517
1511,177511.2068965517
1512,140000.0
1513,68400.0
1514,103092.0
1515,289000.0
1516,210075.0
1517,128950.0
1518,192761.53846153847
1519,142640.0
1520,153000.0
1521,182515.09677419355
1522,150000.0
1523,198905.55555555556
1524,182515.09677419355
1525,150000.0
1526,84900.0
1527,177511.2068965517
1528,199900.0
1529,176608.69565217392
1530,182515.09677419355
1531,103092.0
1532,136125.0
1533,176608.69565217392
1534,210075.0
1535,176608.69565217392
1536,192761.53846153847
1537,84900.0
1538,84900.0
1539,177511.2068965517
1540,84900.0
1541,176608.69565217392
1542,158000.0
1543,182515.09677419355
1544,143050.0
1545,107000.0
1546,192761.53846153847
1547,192761.53846153847
1548,192761.53846153847
1549,182515.09677419355
1550,158000.0
1551,192761.53846153847
1552,236000.0
1553,182515.09677419355
1554,219500.0
1555,182515.09677419355
1556,244400.0
1557,198905.55555555556
1558,158000.0
1559,103092.0
1560,244400.0
1561,182515.09677419355
1562,176608.69565217392
1563,182515.09677419355
1564,182515.09677419355
1565,158000.0
1566,177511.2068965517
1567,176608.69565217392
1568,182515.09677419355
1569,149000.0
1570,151333.33333333334
1571,151333.33333333334
1572,176608.69565217392
1573,88000.0
1574,244400.0
1575,151333.33333333334
1576,182515.09677419355
1577,192761.53846153847
1578,192761.53846153847
1579,132500.0
1580,177511.2068965517
1581,151333.33333333334
1582,151333.33333333334
1583,182515.09677419355
1584,177511.2068965517
1585,177511.2068965517
1586,177511.2068965517
1587,142000.0
1588,151333.33333333334
1589,84900.0
1590,176608.69565217392
1591,136125.0
1592,136125.0
1593,192761.53846153847
1594,128950.0
1595,182515.09677419355
1596,148875.0
1597,192761.53846153847
1598,176608.69565217392
1599,177511.2068965517
1600,192761.53846153847
1601,177511.2068965517
1602,190000.0
1603,55993.0
1604,182515.09677419355
1605,182515.09677419355
1606,153000.0
1607,192761.53846153847
1608,182515.09677419355
1609,611657.0
1610,177511.2068965517
1611,176608.69565217392
1612,192761.53846153847
1613,176608.69565217392
1614,182515.09677419355
1615,192761.53846153847
1616,176608.69565217392
1617,176608.69565217392
1618,176608.69565217392
1619,143050.0
1620,128950.0
1621,289000.0
1622,177511.2068965517
1623,289000.0
1624,192761.53846153847
1625,191132.35294117648
1626,190755.0
1627,193490.24390243902
1628,164653.57142857142
1629,277000.0
1630,189650.0
1631,193490.24390243902
1632,184025.0
1633,183888.88888888888
1634,191132.35294117648
1635,193490.24390243902
1636,189650.0
1637,193490.24390243902
1638,185000.0
1639,164653.57142857142
1640,164653.57142857142
1641,173532.55555555556
1642,190755.0
1643,185000.0
1644,191132.35294117648
1645,190755.0
1646,141000.0
1647,164653.57142857142
1648,111250.0
1649,193490.24390243902
1650,158000.0
1651,114300.0
1652,193490.24390243902
1653,193490.24390243902
1654,184025.0
1655,164653.57142857142
1656,173532.55555555556
1657,193490.24390243902
1658,200018.75
1659,191132.35294117648
1660,160000.0
1661,190755.0
1662,367303.0
1663,173532.55555555556
1664,185000.0
1665,193490.24390243902
1666,200018.75
1667,143000.0
1668,451950.0
1669,183888.88888888888
1670,185000.0
1671,190755.0
1672,226750.0
1673,190755.0
1674,193490.24390243902
1675,164653.57142857142
1676,185000.0
1677,173532.55555555556
1678,146000.0
1679,193490.24390243902
1680,287090.0
1681,200018.75
1682,184025.0
1683,189650.0
1684,190755.0
1685,193490.24390243902
1686,164653.57142857142
1687,164653.57142857142
1688,184025.0
1689,226750.0
1690,190755.0
1691,173532.55555555556
1692,193490.24390243902
1693,173532.55555555556
1694,190755.0
1695,185000.0
1696,173532.55555555556
1697,190755.0
1698,184025.0
1699,190755.0
1700,189650.0
1701,191132.35294117648
1702,184025.0
1703,184025.0
1704,185000.0
1705,184025.0
1706,167500.0
1707,370878.0
1708,173532.55555555556
1709,173532.55555555556
1710,190755.0
1711,193490.24390243902
1712,370878.0
1713,185000.0
1714,164653.57142857142
1715,185000.0
1716,200018.75
1717,190755.0
1718,164653.57142857142
